Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Type,Mana Cost,Colors,Color Identity,Oracle Text,Commander Legal,Pauper Legal,CMC,Image URL
"Monoxa, Midway Manager",unf,Unfinity,173,normal,uncommon,1,,90b43168-44fb-439f-80e7-cb2539ca511f,0.0,False,False,near_mint,en,USD,Legendary Creature — Vampire Employee,{2}{B}{R},"B, R","B, R","Whenever you roll a 3 or higher, Monoxa gains first strike until end of turn. If the roll was 4 or higher, it gains menace until end of turn. If the roll was 5 or higher, it gains lifelink until end of turn.
{6}: Roll a six-sided die.",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/9/0/90b43168-44fb-439f-80e7-cb2539ca511f.jpg?1673914935
Monstrous Emergence,dsk,Duskmourn: House of Horror,191,normal,common,1,,b999eb47-b842-47f1-be91-c79fc46e1896,0.0,False,False,near_mint,en,USD,Sorcery,{1}{G},G,G,"As an additional cost to cast this spell, choose a creature you control or reveal a creature card from your hand.
Monstrous Emergence deals damage equal to the power of the creature you chose or the card you revealed to target creature.",legal,legal,2.0,https://cards.scryfall.io/normal/front/b/9/b999eb47-b842-47f1-be91-c79fc46e1896.jpg?1726328518
Monstrous Rage,woe,Wilds of Eldraine,142,normal,uncommon,1,,eef5a0ae-5907-42c9-a097-3f973737e392,0.0,False,False,near_mint,en,USD,Instant,{R},R,R,"Target creature gets +2/+0 until end of turn. Create a Monster Role token attached to it. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1 and has trample.)",legal,not_legal,1.0,https://cards.scryfall.io/normal/front/e/e/eef5a0ae-5907-42c9-a097-3f973737e392.jpg?1731516167
Monstrous Vortex,mh3,Modern Horizons 3,162,normal,uncommon,3,,162fcdec-bf3c-43ba-9ada-212f7dec5fbd,0.0,False,False,near_mint,en,USD,Enchantment,{3}{G},G,G,"Whenever you cast a creature spell with power 5 or greater, discover X, where X is that spell's mana value. (Exile cards from the top of your library until you exile a nonland card with that mana value or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/1/6/162fcdec-bf3c-43ba-9ada-212f7dec5fbd.jpg?1717012524
Monstrous Vortex,mh3,Modern Horizons 3,427,normal,uncommon,1,,0970efb6-427f-4d5b-9b66-eda4b91015bd,0.0,False,False,near_mint,en,USD,Enchantment,{3}{G},G,G,"Whenever you cast a creature spell with power 5 or greater, discover X, where X is that spell's mana value. (Exile cards from the top of your library until you exile a nonland card with that mana value or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/0/9/0970efb6-427f-4d5b-9b66-eda4b91015bd.jpg?1717014998
Monstrous Vortex,mh3,Modern Horizons 3,427,normal,uncommon,1,,0970efb6-427f-4d5b-9b66-eda4b91015bd,0.0,False,False,near_mint,en,USD,Enchantment,{3}{G},G,G,"Whenever you cast a creature spell with power 5 or greater, discover X, where X is that spell's mana value. (Exile cards from the top of your library until you exile a nonland card with that mana value or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/0/9/0970efb6-427f-4d5b-9b66-eda4b91015bd.jpg?1717014998
Moodmark Painter,grn,Guilds of Ravnica,78,normal,common,1,,82903e5f-c10f-4767-a2c0-6f8cc7280fa0,0.0,False,False,near_mint,en,USD,Creature — Human Shaman,{2}{B}{B},B,B,"Undergrowth — When this creature enters, target creature gains menace and gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard. (It can't be blocked except by two or more creatures.)",legal,legal,4.0,https://cards.scryfall.io/normal/front/8/2/82903e5f-c10f-4767-a2c0-6f8cc7280fa0.jpg?1572893004
Moonrise Cleric,blb,Bloomburrow,226,normal,common,1,,35f2a71f-31e8-4b51-9dd4-51a5336b3b86,0.0,False,False,near_mint,en,USD,Creature — Bat Cleric,{1}{W/B}{W/B},"B, W","B, W","Flying
Whenever this creature attacks, you gain 1 life.",legal,legal,3.0,https://cards.scryfall.io/normal/front/3/5/35f2a71f-31e8-4b51-9dd4-51a5336b3b86.jpg?1721427155
Moonshae Pixie // Pixie Dust,clb,Commander Legends: Battle for Baldur's Gate,84,normal,uncommon,1,,63780e4a-3f63-473c-97d0-5d9462e264f2,0.0,False,False,near_mint,en,USD,Creature — Faerie // Instant — Adventure,{3}{U} // {1}{U},U,U,,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/6/3/63780e4a-3f63-473c-97d0-5d9462e264f2.jpg?1674135677
Mordor Muster,ltr,The Lord of the Rings: Tales of Middle-earth,547,normal,common,1,,2e47cc57-b7bb-4056-a0bc-451b36388e1c,0.0,False,False,near_mint,en,USD,Sorcery,{1}{B},B,B,"You draw a card and you lose 1 life.
Amass Orcs 1. (Put a +1/+1 counter on an Army you control. It's also an Orc. If you don't control an Army, create a 0/0 black Orc Army creature token first.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/2/e/2e47cc57-b7bb-4056-a0bc-451b36388e1c.jpg?1695447401
Mordor Trebuchet,ltr,The Lord of the Rings: Tales of Middle-earth,548,normal,common,1,,2dad8e6d-c49a-489c-ac1a-25b5919ecba8,0.0,False,False,near_mint,en,USD,Artifact Creature — Wall,{2}{B},B,B,"Defender
Whenever you attack with one or more Goblins and/or Orcs, create a 2/1 colorless Construct artifact creature token with flying named Ballistic Boulder that's tapped and attacking. Sacrifice that token at end of combat.",legal,legal,3.0,https://cards.scryfall.io/normal/front/2/d/2dad8e6d-c49a-489c-ac1a-25b5919ecba8.jpg?1695447861
Moss Diamond,clb,Commander Legends: Battle for Baldur's Gate,448,normal,common,1,,89149fb5-3afd-4da0-9a44-9366feb20804,0.0,False,False,near_mint,en,USD,Artifact,{2},,G,"This artifact enters tapped.
{T}: Add {G}.",legal,legal,2.0,https://cards.scryfall.io/normal/front/8/9/89149fb5-3afd-4da0-9a44-9366feb20804.jpg?1674138963
Moss Diamond,clb,Commander Legends: Battle for Baldur's Gate,327,normal,common,1,,96fcae3a-d58c-4832-8280-3f65b5dfd853,0.0,False,False,near_mint,en,USD,Artifact,{2},,G,"This artifact enters tapped.
{T}: Add {G}.",legal,legal,2.0,https://cards.scryfall.io/normal/front/9/6/96fcae3a-d58c-4832-8280-3f65b5dfd853.jpg?1674137954
Most Wanted,snc,Streets of New Capenna,153,normal,common,1,,573c0f68-9ed8-4657-b709-b7f3804aaa68,0.0,False,False,near_mint,en,USD,Enchantment — Aura,{2}{G},G,G,"Flash
Enchant creature
Enchanted creature gets +2/+1.
When enchanted creature dies, create two Treasure tokens.",legal,legal,3.0,https://cards.scryfall.io/normal/front/5/7/573c0f68-9ed8-4657-b709-b7f3804aaa68.jpg?1664412398
Mourning Patrol // Morning Apparition,mid,Innistrad: Midnight Hunt,28,normal,common,1,,2d3687e2-09e0-4753-aa02-88a19bde3330,0.0,False,False,near_mint,en,USD,Creature — Human Soldier // Creature — Spirit Soldier,,,W,,legal,legal,3.0,https://cards.scryfall.io/normal/front/2/d/2d3687e2-09e0-4753-aa02-88a19bde3330.jpg?1634347239
Mouse Trapper,blb,Bloomburrow,22,normal,uncommon,1,,8ba1bc5a-03e7-44ec-893e-44042cbc02ef,0.0,False,False,near_mint,en,USD,Creature — Mouse Soldier,{2}{W},W,W,"Flash
Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, tap target creature an opponent controls.",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/8/b/8ba1bc5a-03e7-44ec-893e-44042cbc02ef.jpg?1721425888
Murder,mkm,Murders at Karlov Manor,95,normal,common,1,,1ea6438b-0e6c-4d65-8bcd-34a988717c81,0.0,False,False,near_mint,en,USD,Instant,{1}{B}{B},B,B,Destroy target creature.,legal,legal,3.0,https://cards.scryfall.io/normal/front/1/e/1ea6438b-0e6c-4d65-8bcd-34a988717c81.jpg?1706241725
Murder,dsk,Duskmourn: House of Horror,110,normal,common,1,,2c249609-9cf7-46f1-b94c-9329add966bb,0.0,False,False,near_mint,en,USD,Instant,{1}{B}{B},B,B,Destroy target creature.,legal,legal,3.0,https://cards.scryfall.io/normal/front/2/c/2c249609-9cf7-46f1-b94c-9329add966bb.jpg?1726286259
Murder,dsk,Duskmourn: House of Horror,110,normal,common,1,,2c249609-9cf7-46f1-b94c-9329add966bb,0.0,False,False,near_mint,en,USD,Instant,{1}{B}{B},B,B,Destroy target creature.,legal,legal,3.0,https://cards.scryfall.io/normal/front/2/c/2c249609-9cf7-46f1-b94c-9329add966bb.jpg?1726286259
Murder,otp,Breaking News,16,normal,uncommon,1,,6c776ca4-4950-4a27-8ce2-fbe534579d62,0.0,False,False,near_mint,en,USD,Instant,{1}{B}{B},B,B,Destroy target creature.,legal,legal,3.0,https://cards.scryfall.io/normal/front/6/c/6c776ca4-4950-4a27-8ce2-fbe534579d62.jpg?1712353452
Murder,otp,Breaking News,16,normal,uncommon,2,,6c776ca4-4950-4a27-8ce2-fbe534579d62,0.0,False,False,near_mint,en,USD,Instant,{1}{B}{B},B,B,Destroy target creature.,legal,legal,3.0,https://cards.scryfall.io/normal/front/6/c/6c776ca4-4950-4a27-8ce2-fbe534579d62.jpg?1712353452
Murky Sewer,dsk,Duskmourn: House of Horror,263,normal,common,1,,6098d8be-4e3f-455d-8799-91435bf45a1c,0.0,False,False,near_mint,en,USD,Land,,,"B, U","This land enters tapped unless a player has 13 or less life.
{T}: Add {U} or {B}.",legal,legal,0.0,https://cards.scryfall.io/normal/front/6/0/6098d8be-4e3f-455d-8799-91435bf45a1c.jpg?1726286856
Murmuring Mystic,rvr,Ravnica Remastered,51,normal,uncommon,1,,57cd7b12-c944-43e3-846f-ffea4a664a1f,0.0,False,False,near_mint,en,USD,Creature — Human Wizard,{3}{U},U,U,"Whenever you cast an instant or sorcery spell, create a 1/1 blue Bird Illusion creature token with flying.",legal,legal,4.0,https://cards.scryfall.io/normal/front/5/7/57cd7b12-c944-43e3-846f-ffea4a664a1f.jpg?1702429400
Muse Drake,grn,Guilds of Ravnica,46,normal,common,1,,c5df7a96-6548-41c0-85a6-e0c4566e0fe6,0.0,False,False,near_mint,en,USD,Creature — Drake,{3}{U},U,U,"Flying
When this creature enters, draw a card.",legal,legal,4.0,https://cards.scryfall.io/normal/front/c/5/c5df7a96-6548-41c0-85a6-e0c4566e0fe6.jpg?1572892784
Museum Nightwatch,mkm,Murders at Karlov Manor,25,normal,common,1,,37860682-4973-4a0f-a43a-3056037bd2dc,0.0,False,False,near_mint,en,USD,Creature — Centaur Soldier,{3}{W},W,W,"When this creature dies, create a 2/2 white and blue Detective creature token.
Disguise {1}{W} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)",legal,legal,4.0,https://cards.scryfall.io/normal/front/3/7/37860682-4973-4a0f-a43a-3056037bd2dc.jpg?1706241514
Mushroom Watchdogs,ltr,The Lord of the Rings: Tales of Middle-earth,631,normal,common,1,,60d4ed9e-1a13-46bf-963a-22859318e011,0.0,False,False,near_mint,en,USD,Creature — Dog,{1}{G},G,G,Sacrifice a Food: Put a +1/+1 counter on this creature. It gains vigilance until end of turn. Activate only as a sorcery.,legal,legal,2.0,https://cards.scryfall.io/normal/front/6/0/60d4ed9e-1a13-46bf-963a-22859318e011.jpg?1697487255
Muster the Departed,mh3,Modern Horizons 3,36,normal,uncommon,1,,a37510bb-245c-47bc-bbf3-2b202b67d383,0.0,False,False,near_mint,en,USD,Enchantment,{2}{W},W,W,"When this enchantment enters, create a 1/1 white Spirit creature token with flying.
Morbid — At the beginning of your end step, if a creature died this turn, populate. (Create a token that's a copy of a creature token you control.)",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/a/3/a37510bb-245c-47bc-bbf3-2b202b67d383.jpg?1717011491
Muster the Departed,mh3,Modern Horizons 3,36,normal,uncommon,2,,a37510bb-245c-47bc-bbf3-2b202b67d383,0.0,False,False,near_mint,en,USD,Enchantment,{2}{W},W,W,"When this enchantment enters, create a 1/1 white Spirit creature token with flying.
Morbid — At the beginning of your end step, if a creature died this turn, populate. (Create a token that's a copy of a creature token you control.)",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/a/3/a37510bb-245c-47bc-bbf3-2b202b67d383.jpg?1717011491
Myconid Spore Tender,clb,Commander Legends: Battle for Baldur's Gate,243,normal,common,1,,70408d70-1e4b-41f0-80b1-0d37b3a3918c,0.0,False,False,near_mint,en,USD,Creature — Fungus,{3}{G},G,G,"Infesting Spores — When this creature enters, destroy up to one target artifact or enchantment.",legal,legal,4.0,https://cards.scryfall.io/normal/front/7/0/70408d70-1e4b-41f0-80b1-0d37b3a3918c.jpg?1674137210
Myrkul's Edict,clb,Commander Legends: Battle for Baldur's Gate,135,normal,common,2,,adc7c427-aa31-4077-8397-74a9a3802ee7,0.0,False,False,near_mint,en,USD,Sorcery,{1}{B},B,B,"Roll a d20.
1—9 | Choose an opponent. That player sacrifices a creature of their choice.
10—19 | Each opponent sacrifices a creature of their choice.
20 | Each opponent sacrifices a creature with the greatest power among creatures that player controls.",legal,legal,2.0,https://cards.scryfall.io/normal/front/a/d/adc7c427-aa31-4077-8397-74a9a3802ee7.jpg?1674136166
Myrkul's Invoker,clb,Commander Legends: Battle for Baldur's Gate,136,normal,common,2,,ca67faa9-2c23-4cc5-b77f-ff75cf0349f3,0.0,False,False,near_mint,en,USD,Creature — Cat Rogue,{2}{B},B,B,Psychic Blades — {8}: Creatures you control get +2/+0 and gain menace until end of turn. (A creature with menace can't be blocked except by two or more creatures.),legal,legal,3.0,https://cards.scryfall.io/normal/front/c/a/ca67faa9-2c23-4cc5-b77f-ff75cf0349f3.jpg?1674136176
Myrkul's Invoker,clb,Commander Legends: Battle for Baldur's Gate,136,normal,common,1,,ca67faa9-2c23-4cc5-b77f-ff75cf0349f3,0.0,False,False,near_mint,en,USD,Creature — Cat Rogue,{2}{B},B,B,Psychic Blades — {8}: Creatures you control get +2/+0 and gain menace until end of turn. (A creature with menace can't be blocked except by two or more creatures.),legal,legal,3.0,https://cards.scryfall.io/normal/front/c/a/ca67faa9-2c23-4cc5-b77f-ff75cf0349f3.jpg?1674136176
Mysterious Limousine,snc,Streets of New Capenna,22,normal,rare,1,,a58cb742-0ba7-4795-9772-25d4db0bc4ce,0.0,False,False,near_mint,en,USD,Artifact — Vehicle,{3}{W}{W},W,W,"Whenever this Vehicle enters or attacks, exile up to one other target creature until this Vehicle leaves the battlefield. If a creature is put into exile this way, return each other card exiled with this Vehicle to the battlefield under its owner's control.
Crew 2",legal,not_legal,5.0,https://cards.scryfall.io/normal/front/a/5/a58cb742-0ba7-4795-9772-25d4db0bc4ce.jpg?1664409826
Mystical Tether,otj,Outlaws of Thunder Junction,19,normal,common,1,,18344498-952e-489c-8b03-bd1bef4c26ca,0.0,False,False,near_mint,en,USD,Enchantment,{2}{W},W,W,"You may cast this spell as though it had flash if you pay {2} more to cast it.
When this enchantment enters, exile target artifact or creature an opponent controls until this enchantment leaves the battlefield.",legal,legal,3.0,https://cards.scryfall.io/normal/front/1/8/18344498-952e-489c-8b03-bd1bef4c26ca.jpg?1712355302
Galadhrim Bow,ltr,The Lord of the Rings: Tales of Middle-earth,167,normal,common,1,,9df34f21-798f-440d-8b09-ec5b5c0b8c12,0.0,False,False,near_mint,en,USD,Artifact — Equipment,{2}{G},G,G,"Flash
When this Equipment enters, attach it to target creature you control. Untap that creature.
Equipped creature gets +1/+2 and has reach.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",legal,legal,3.0,https://cards.scryfall.io/normal/front/9/d/9df34f21-798f-440d-8b09-ec5b5c0b8c12.jpg?1686969376
Malevolent Rumble,mh3,Modern Horizons 3,161,normal,common,5,,a178cfe8-f9fa-4255-88d0-54a0bed079f5,0.0,False,False,near_mint,en,USD,Sorcery,{1}{G},G,G,"Reveal the top four cards of your library. You may put a permanent card from among them into your hand. Put the rest into your graveyard. Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this token: Add {C}.""",legal,legal,2.0,https://cards.scryfall.io/normal/front/a/1/a178cfe8-f9fa-4255-88d0-54a0bed079f5.jpg?1717012517
Oaken Siren,lci,The Lost Caverns of Ixalan,66,normal,common,2,,d7731ef5-da74-4436-8ee7-01c065cbefae,0.0,False,False,near_mint,en,USD,Artifact Creature — Siren Pirate,{1}{U},U,U,"Flying, vigilance
{T}: Add {U}. Spend this mana only to cast an artifact spell or activate an ability of an artifact source.",legal,legal,2.0,https://cards.scryfall.io/normal/front/d/7/d7731ef5-da74-4436-8ee7-01c065cbefae.jpg?1699043837
Oakhollow Village,blb,Bloomburrow,258,normal,uncommon,1,,0d49b016-b02b-459f-85e9-c04f6bdcb94e,0.0,False,False,near_mint,en,USD,Land,,,G,"{T}: Add {C}.
{T}: Add {G}. Spend this mana only to cast a creature spell.
{G}, {T}: Put a +1/+1 counter on each Frog, Rabbit, Raccoon, or Squirrel you control that entered the battlefield this turn.",legal,not_legal,0.0,https://cards.scryfall.io/normal/front/0/d/0d49b016-b02b-459f-85e9-c04f6bdcb94e.jpg?1721639587
Oasis Gardener,otj,Outlaws of Thunder Junction,246,normal,common,2,,ee0dc663-4bfb-46d4-af79-d0143c799487,0.0,False,False,near_mint,en,USD,Artifact Creature — Scarecrow,{3},,,"When this creature enters, you gain 2 life.
{T}: Add one mana of any color.",legal,legal,3.0,https://cards.scryfall.io/normal/front/e/e/ee0dc663-4bfb-46d4-af79-d0143c799487.jpg?1712356276
Oasis Gardener,otj,Outlaws of Thunder Junction,246,normal,common,1,,ee0dc663-4bfb-46d4-af79-d0143c799487,0.0,False,False,near_mint,en,USD,Artifact Creature — Scarecrow,{3},,,"When this creature enters, you gain 2 life.
{T}: Add one mana of any color.",legal,legal,3.0,https://cards.scryfall.io/normal/front/e/e/ee0dc663-4bfb-46d4-af79-d0143c799487.jpg?1712356276
Obstinate Gargoyle,mh3,Modern Horizons 3,195,normal,common,5,,40cf39f2-7382-405d-a14b-7eb8726cd38a,0.0,False,False,near_mint,en,USD,Artifact Creature — Gargoyle,{1}{W}{B},"B, W","B, W","This creature has flying as long as it's modified. (Equipment, Auras you control, and counters are modifications.)
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",legal,legal,3.0,https://cards.scryfall.io/normal/front/4/0/40cf39f2-7382-405d-a14b-7eb8726cd38a.jpg?1717012774
Obstinate Gargoyle,mh3,Modern Horizons 3,195,normal,common,2,,40cf39f2-7382-405d-a14b-7eb8726cd38a,0.0,False,False,near_mint,en,USD,Artifact Creature — Gargoyle,{1}{W}{B},"B, W","B, W","This creature has flying as long as it's modified. (Equipment, Auras you control, and counters are modifications.)
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",legal,legal,3.0,https://cards.scryfall.io/normal/front/4/0/40cf39f2-7382-405d-a14b-7eb8726cd38a.jpg?1717012774
